name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"achat-ein-april-scherz","ger000637","Q121463020","Achat","0","Ein April-Scherz","Original-Lustspiel in einem Akt","Comedy","https://books.google.com/books?id=qHNIAQAAMAAJ&pg=PA45","Vereins-Buchhandlung","Berlin","1842","30","1842","6","false","0.8444444444444444","0.8","1.2","fraeulein|rittmeister","4","2","","","1842","5","6","3","3","0","0","1","12","","22","0","0","22","6888","6681","411","518","0"
"adolph-am-ersten-mai","ger000569","Q111795417","Adolph","0","Am ersten Mai","Eine Tragikomödie der Arbeit aus Friedenstagen","","https://www.projekt-gutenberg.org/adolph/am1mai/index.html","","","","","1919","7","false","0.738095238095238","0.6190476190476191","1.380952380952381","mieter","3.7142857142857144","2","","1920","1919","6","7","2","5","0","0","1","13","","18","0","0","18","7696","7438","998","244","2"
"alberti-brot","ger000171","Q51370104","Alberti","0","Brot!","Ein soziales Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:jkjf.0","","","","","1888","49","false","0.8497673123239153","0.3129251700680272","1.751700680272109","muenzer","15.020408163265307","3","","","1888","40","49","7","24","18","21","1","368","1888","36","0","5","36","28744","26008","1771","797","12"
"alberti-im-suff","ger000041","Q51370930","Alberti","0","Im Suff","Naturalistische Spital-Katastrophe in zwei Vorgängen und einem Nachgang","","http://www.textgridrep.org/textgrid:jkjb.0","","","","","1890","14","false","0.9642857142857143","0.5274725274725275","1.0588235294117647","several characters","6.857142857142857","2","","","1890","9","14","3","10","1","1","2","48","","4","0","0","4","12497","11454","4016","365","191"
"albrecht-theresgen","ger000753","Q137543102","Albrecht","0","Theresgen","Ein Schauspiel mit Gesang, in fünf Aufzügen","","https://doi.org/10.25673/77937","Albrecht","Erfurt","1781","112","1781","6","false","1","1","1","several characters","5","1","","","1781","5","6","2","4","0","0","1","15","","5","0","5","0","12336","12181","578","390","277"
"alexander-die-verpfaendung","ger000630","Q120646668","Alexander","0","Die Verpfändung","Ein Schauspiel in einem Aufzuge","","https://books.google.com/books?id=3GxUAAAAcAAJ&printsec=frontcover","Neumann","Brünn","1779","45","1779","13","false","0.6554945054945056","0.46153846153846156","1.6282051282051282","robert","5.538461538461538","3","","","1779","10","13","2","11","0","0","1","36","","15","0","0","15","6667","6295","740","197","0"
"andre-cremeri-die-leiden-des-jungen-werthers","ger000731","Q134706903","André","1","Die Leiden des Jungen Werthers","Ein Trauerspiel in drey Aufzügen, fürs deutsche Theater. ganz aus dem Original gezogen","Tragedy","https://books.google.com/books?id=BbxWAAAAcAAJ&printsec=frontcover","Garbe","Frankfurt am Mayn","1776","62","1776","8","false","0.7797619047619047","0.42857142857142855","1.5714285714285714","werther","3","2","","","1776","7","8","3","5","0","0","1","12","","18","0","3","18","7253","6570","1316","184","0"
"andre-der-comoedienfeind","ger000525","Q105436023","André","0","Der Comödienfeind","Ein Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=hOtRhHivrfQC&printsec=frontcover","Weiß","Offenbach am Mayn","1765","48","1765","6","false","1","1","1","several characters","5","1","","","1765","5","6","2","4","0","0","1","15","","9","0","0","9","5712","5614","552","225","0"
"angely-prinz-tu-ta-tu","ger000576","Q111976082","Angely","0","Prinz Tu-Ta-Tu","Burleske mit Gesang nach Sauvage","Comedy","https://de.wikisource.org/wiki/Prinz_Tu-Ta-Tu","Magazin für Buchhandel, Musik und Kunst","Hamburg","1836","53","1835","8","false","0.8904761904761905","0.8214285714285714","1.1785714285714286","chor_volk|gululi","5.75","2","1835-11-25","1835","1836","7","8","1","6","1","1","1","23","","13","0","0","13","7873","7416","894","342","124"
"anonym-amalie-und-charlotte-baronessen-von-habenichts","ger000639","Q121592940","(Anonym)","0","Amalie und Charlotte Baronessen von Habenichts: oder die ungleichen Schwestern","Ein deutsches Lustspiel von einer Handlung","Comedy","https://haab-digital.klassik-stiftung.de/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10003508625","Friedrich Lankischens Erben","Frankfurt und Leipzig","1754","45","1754","11","false","0.767027417027417","0.5636363636363636","1.4363636363636363","amalie","5.636363636363637","2","","","1754","10","11","4","7","0","0","1","31","","21","0","0","21","8573","8336","480","252","7"
"anonym-das-ehrenmaal-des-patrioten","ger000642","Q121699218","(Anonym)","0","Das Ehrenmaal des Patrioten","Singspiel","","https://books.google.com/books?id=6A5SAAAAcAAJ&printsec=frontcover","","München","1774","12","1774","6","false","1","1","1","several characters","5","1","1774-09-05","1774","1774","5","6","0","2","4","2","1","15","","1","0","0","1","1191","986","9","0","182"
"anonym-das-lustlager","ger000631","Q120648353","(Anonym)","0","Das Lustlager","Schauspiel in einer Handlung","","https://books.google.com/books?id=71RZAAAAcAAJ&printsec=frontcover","","Frankfurt und Leipzig","1778","62","1778","11","false","0.8685425685425685","0.7818181818181819","1.2181818181818183","rittmeister|friedrich_friederich","7.818181818181818","2","","","1778","10","11","4","7","0","0","1","43","","17","0","0","17","5395","5249","73","367","0"
"anonym-das-muenchner-spiel-vom-sterbenden-menschen","ger000698","Q125345502","(Anonym)","0","Das Münchner Spiel vom sterbenden Menschen","","","http://www.textgridrep.org/textgrid:jnhn.0","Hiersemann","Leipzig","1927","61","1510","31","false","1","1","1","several characters","30","1","","","1510","30","31","1","19","12","9","1","465","","1","0","0","1","15681","15072","1128","0","1848"
"anonym-das-urtheil-des-paris","ger000624","Q119779327","(Anonym)","0","Das Urtheil des Paris","Ein Musicalisches Schäfer-Spiel in einer Handlung","","https://de.wikisource.org/wiki/Das_Urtheil_des_Paris","Haude und Spener","Berlin","1752","37","1752","6","false","1","1","1","several characters","5","1","","","1752","5","6","3","3","0","0","1","15","","6","0","0","6","1969","1454","107","0","228"
"anonym-der-berliner-kuckkastenmann","ger000737","Q135336374","(Anonym)","0","Der Berliner Kuckkastenmann","Scherzhafte Posse in einem Act. Herausgegeben von einem Berliner","Comedy","https://resolver.staatsbibliothek-berlin.de/SBB00038B7600000000","Fürst","Nordhausen","1836","22","1836","3","false","1","1","1","kuckkastenmann|erster_strassenjunge|zweiter_strassenjunge","2","1","","","1836","2","3","0","3","0","0","1","3","","2","0","0","2","3489","3443","107","93","0"
"anonym-der-deutsche-student","ger000588","Q112943724","(Anonym)","0","Der deutsche Student","Ein Trauerspiel in fünf Aufzügen","Tragedy","https://books.google.com/books?id=F7XPW3ReAeIC&printsec=frontcover","Lemke","Lüneburg","1779","48","1779","20","false","0.6426862026862027","0.17894736842105263","1.9155844155844155","waker","3.4","3","","","1779","14","20","3","17","0","1","2","34","","25","0","5","25","5452","5182","310","190","7"
"anonym-der-gerettete-selbstmoerder","ger000748","Q136402563","(Anonym)","0","Der Gerettete Selbstmörder","Ein Schauspiel einem Aufzuge","","https://books.google.com/books?id=k1JZAAAAcAAJ&printsec=frontcover","Buchhandlung der Gelehrten","Dessau und Leipzig","1783","48","1783","8","false","0.7821428571428571","0.6428571428571429","1.3571428571428572","jacob","4.5","2","","","1783","7","8","2","6","0","0","1","18","","11","0","0","11","7939","7781","915","166","0"
"anonym-der-von-der-liebe-betrogene-philosoph","ger000682","Q124791412","(Anonym)","0","Der von der Liebe betrogene Philosoph","Ein Lustspiel von einem Aufzuge aus dem Französischen des Herrn Saintfoix übersezt","Comedy","https://books.google.com/books?id=EBtaAAAAcAAJ&printsec=frontcover","Monath","Frankfurt und Leipzig","1750","40","1750","6","false","1","1","1","several characters","5","1","","","1750","5","6","3","3","0","0","1","15","","21","0","0","21","8264","7962","527","258","12"
"anonym-die-gedruckten-theater-regeln","ger000663","Q124042831","(Anonym)","0","Die gedruckten Theater-Regeln, oder: Welcher Stand ist beßer?","Ein höchst nöthiger Versuch in einem Aufzuge von ***","","https://books.google.com/books?id=hgYRSaGmi1EC&printsec=frontcover","","","1779","51","1779","8","false","0.7773809523809525","0.7142857142857143","1.2857142857142858","sternfreund","5","2","","","1779","7","8","2","6","0","0","1","20","","13","0","0","13","6991","6682","136","177","0"
"anonym-die-gespenster","ger000640","Q121599107","(Anonym)","0","Die Gespenster","Funfzehntes Sprüchwort","","https://books.google.com/books?id=Ob1CAQAAMAAJ&pg=PA187","Himburg","Berlin","1775","18","1770","4","false","1","1","1","several characters","3","1","","","1770","3","4","1","3","0","0","1","6","","9","0","0","9","2956","2807","150","86","0"
"anonym-die-glueckliche-ueberschwemmung","ger000773","Q140032758","(Anonym)","0","Die glückliche Ueberschwemmung","Ein ländliches Schauspiel in einem Aufzuge","","https://books.google.com/books?id=ZumtSnlN66YC&printsec=frontcover","Kummer","Leipzig","1799","60","1799","7","false","1","1","1","several characters","6","1","","","1799","6","7","2","5","0","0","1","21","","14","0","0","14","7645","7454","568","126","0"
"anonym-die-grands-von-frankreich-in-ihrer-wahren-gestalt","ger000667","Q124262137","(Anonym)","0","Die Grands von Frankreich in ihrer wahren Gestalt","Ein Banditenspiel in einem Act","","https://books.google.com/books?id=AO5YAAAAcAAJ&pg=PA1","Basse","Quedlinburg","1814","38","1814","18","false","0.7670958670958671","0.35294117647058826","1.7973856209150327","ein_chor_hinter_der_buehne","6","4","","","1814","14","18","1","17","0","2","1","54","","6","0","0","6","2524","2427","356","0","283"
"anonym-die-mainzer-illuminaten","ger000744","Q136277191","(Anonym)","0","Die mainzer Illuminaten","Ein tragi-komisches Schauspiel in hundert Aufzügen","","https://doi.org/10.3931/e-rara-26090","","","1793","16","1793","42","false","0.5873015873015872","0.11962833914053426","1.0810810810810811","several characters","4.904761904761905","3","","","1793","12","42","10","32","0","6","11","103","","22","0","4","22","14724","14437","631","289","0"
"anonym-die-verhandelte-braut","ger000657","Q123764926","(Anonym)","0","Die verhandelte Braut","Ein Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=ezRJAAAAcAAJ&printsec=frontcover","Rüdiger","Berlin, Stettin und Leipzig","1760","19","1760","7","false","1","1","1","several characters","6","1","","","1760","6","7","3","4","0","0","1","21","","8","0","0","8","2563","2495","60","118","0"
"anonym-die-weiber-list","ger000661","Q123991581","(Anonym)","0","Die Weiber-List","Ein Lustspiel in einer Handlung","Comedy","https://books.google.com/books?id=eDFJAAAAcAAJ&printsec=frontcover","","Frankfurt und Leipzig","1753","24","1743","5","false","0.8666666666666666","0.8","1.2","frau_steffen|cathrine","3.2","2","","","1743","4","5","2","3","0","0","1","8","","16","0","0","16","4031","3866","170","0","366"
"anonym-emilie-oder-die-philosophisch-verliebten","ger000634","Q121344428","(Anonym)","0","Emilie oder die Philosophisch-Verliebten","Ein Lustspiel von einem Aufzuge","Comedy","https://books.google.com/books?id=ZMMcQO90oRgC&printsec=frontcover","Holle","Leipzig","1770","88","1770","6","false","0.9333333333333335","0.9333333333333333","1.0666666666666667","several characters","4.666666666666667","2","","","1770","5","6","3","3","0","0","1","14","","20","0","0","20","12903","12747","206","367","0"
"anzengruber-das-vierte-gebot","ger000129","Q1171707","Anzengruber","0","Das vierte Gebot","Volksstück in vier Akten","","http://www.textgridrep.org/textgrid:jn5z.0","","","","","1877","32","false","0.7734991961858381","0.2903225806451613","1.8528225806451613","martin","9","4","","1877","1878","24","32","8","23","1","1","1","144","","40","1","4","40","19774","18773","4092","780","0"
"anzengruber-der-gwissenswurm","ger000120","Q1194083","Anzengruber","0","Der Gwissenswurm","Bauernkomödie mit Gesang in drei Akten","Comedy","http://www.textgridrep.org/textgrid:jn6k.0","","","","","1874","15","false","0.785218855218855","0.4","1.4683544303797469","dusterer","5.6","2","","1874","1874","12","15","5","9","1","3","2","42","","34","1","3","34","17114","16392","2269","640","124"
"anzengruber-der-meineidbauer","ger000054","Q1195757","Anzengruber","0","Der Meineidbauer","Volksstück mit Gesang in drei Akten","","http://www.textgridrep.org/textgrid:jn65.0","","","","","1871","22","false","0.8339703226066862","0.2597402597402597","2.038961038961039","vroni","5.454545454545454","4","1871-12-09","1871","1871","14","22","10","12","0","0","1","60","","26","1","3","26","24566","23650","2756","556","73"
"anzengruber-der-pfarrer-von-kirchfeld","ger000337","Q5261190","Anzengruber","0","Der Pfarrer von Kirchfeld","Volksstück mit Gesang in vier Akten","","http://www.textgridrep.org/textgrid:jn73.0","Cotta","Stuttgart","1898","98","1870","22","false","0.778463455736183","0.4025974025974026","1.748917748917749","schulmeister","8.454545454545455","3","","1870","1871","18","22","3","14","5","8","1","93","1869","26","1","4","26","22589","21372","2473","626","68"
"anzengruber-die-kreuzelschreiber","ger000304","Q1214035","Anzengruber","0","Die Kreuzelschreiber","Bauernkomödie mit Gesang in drei Akten","Comedy","http://www.textgridrep.org/textgrid:jn6f.0","","","","","1872","23","false","0.8438809459337119","0.5770750988142292","1.5256916996047432","steinklopferhanns","12.695652173913043","3","","1872","1872","20","23","5","14","4","6","1","146","","23","1","3","23","18895","17819","3830","651","237"
"anzengruber-heimgfunden","ger000039","Q51371015","Anzengruber","0","Heimg'funden","Wiener Weihnachtskomödie in drei Akten","Comedy","http://www.textgridrep.org/textgrid:jn6r.0","Cotta","Stuttgart","1898","124","1885","30","false","0.8429579951638774","0.3103448275862069","2.0344827586206895","thomas","9","3","","1885","1885","17","30","9","17","4","5","1","135","1884/1885","36","1","3","36","26742","25733","4313","869","34"
"arnim-das-loch","ger000407","Q51529377","Arnim","0","Das Loch oder Das wiedergefundene Paradies","Ein Schattenspiel","","http://www.textgridrep.org/textgrid:k7f7.0","","","","","1811","22","false","0.8504138018843901","0.3593073593073593","1.7532467532467533","esel","7.545454545454546","3","","1811","1813","18","22","1","6","15","5","1","83","1811","17","1","2","17","6781","5934","246","1","811"
"arnim-halle","ger000301","Q52770871","Arnim","0","Halle","Ein Studentenspiel in drei Aufzügen","","http://www.textgridrep.org/textgrid:k77x.0","","","","","1811","81","false","0.8810611079095318","0.145679012345679","2.022530864197531","cardenio","11.654320987654321","4","","","1811","61","81","14","57","10","19","1","472","","49","1","3","49","47644","46628","2565","1179","906"
"arnim-jerusalem","ger000195","Q52770963","Arnim","0","Jerusalem","Ein Pilgerabenteuer","","http://www.textgridrep.org/textgrid:k59h.0","","","","","1811","72","false","0.8949685978800663","0.20852895148669798","1.8507005253940456","sidney","14.805555555555555","3","","","1811","52","72","15","50","7","16","2","533","","13","1","0","13","29244","28803","1725","784","866"
"arnim-marino-caboga","ger000270","Q52320710","Arnim","0","Marino Caboga","Dramatische Erzählung in drei Handlungen","","http://www.textgridrep.org/textgrid:k4xx.0","","","","","1826","22","false","0.805738937704882","0.6017316017316018","1.2722513089005236","several characters","12.636363636363637","2","","","1826","19","22","2","15","5","5","2","139","","4","0","3","0","15415","15265","716","331","191"
"auenbrugger-der-rauchfangkehrer","ger000193","Q913519","Auenbrugger","0","Der Rauchfangkehrer oder Die unentbehrlichen Verräther ihrer Herrschaften aus Eigennutz","Ein musikalisches Lustspiel in drey Aufzügen","Comedy","http://www.textgridrep.org/textgrid:k8cn.0","","","","","1781","20","false","0.8268016297428062","0.45263157894736844","1.5947368421052632","herr_von_baer","8.6","3","","1781","","18","20","6","10","4","4","1","86","","50","5","3","50","15982","14885","3191","652","430"
"auffenberg-der-loewe-von-kurdistan","ger000675","Q124340532","Auffenberg","0","Der Löwe von Kurdistan","Ein romantisches Schauspiel in fünf Acten. Nach W. Scott's Talisman bearbeitet","","https://books.google.com/books?id=NbpIAQAAMAAJ&printsec=frontcover","Etlinger","Würzburg","1827","155","1826","19","false","0.8262493354598618","0.4093567251461988","1.7076023391812865","richard","7.368421052631579","3","1826-12-17","1826","1827","16","19","4","15","0","3","1","70","","32","0","5","32","22972","20518","3390","0","2619"
"avenarius-faust","ger000278","Q51371132","Avenarius","0","Faust","Ein Spiel","","http://www.textgridrep.org/textgrid:k936.0","","","","","1919","95","false","0.9516021045030356","0.148488241881299","1.81531393568147","faust","13.957894736842105","3","","","1919","77","95","6","79","10","12","2","663","","12","1","5","8","26474","25654","3543","94","3008"
"ayrenhoff-der-postzug","ger000211","Q52692254","Ayrenhoff","0","Der Postzug oder die noblen Passionen","Ein Lustspiel in zween Aufzügen","Comedy","http://www.textgridrep.org/textgrid:k93g.0","","","","","1769","11","false","0.8207792207792209","0.7636363636363637","1.2363636363636363","die_baroninn","7.636363636363637","2","","","1769","10","11","3","8","0","0","1","42","","28","0","2","28","14084","13700","583","725","0"
"ayrenhoff-virginia","ger000282","Q51529492","Ayrenhoff","0","Virginia oder Das abgeschaffte Decemvirat","Trauerspiel in vier Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:k93c.0","","","","","1790","21","false","0.8257055502853822","0.48095238095238096","1.5380952380952382","quintus|ruffus","9.619047619047619","3","","","1790","18","21","3","9","9","9","1","101","","29","0","4","29","16583","15031","908","0","2247"
"ayrer-comedia-von-der-schoenen-sidea","ger000693","Q110988080","Ayrer","0","Comedia von der schönen Sidea, wie es ihr biss zu jrer Verheüratung ergangen","Mit 16 Personen vnd hat 5 Actus","Comedy","http://www.textgridrep.org/textgrid:k93v.0","Litterarischer Verein","Stuttgart","1865","48","1605","15","false","0.9049062049062049","0.8380952380952381","1.161904761904762","jahn_molitor|ludolff|sidea","11.733333333333333","2","","","1618","14","15","4","11","0","0","1","88","1595/1605","6","0","4","1","10165","9148","1545","0","1304"
"ayrer-comedia-von-zweyen-bruedern-auss-syracusa","ger000695","Q125256179","Ayrer","0","Comedia von zweyen Brüdern auss Syracusa","Mit 14 Personen, vnd hat 5 Actus","Comedy","http://www.textgridrep.org/textgrid:k93r.0","Litterarischer Verein","Stuttgart","1865","43","1605","15","false","0.8660657860657861","0.6","1.4","jahn_panser","8.4","2","","","1618","14","15","3","12","0","0","1","63","1595/1605","6","0","5","0","8842","8402","1023","0","1170"
"ayrer-fassnachtspil-wie-einem-weib-jhr-eygener-mann","ger000696","Q125264374","Ayrer","0","Fassnachtspil, wie einem Weib jhr eygener Mann vnwissenter Ding verkuppelt wird","Mit 14 Personen, vnd hat 5 Actus","Comedy","http://www.textgridrep.org/textgrid:k940.0","Litterarischer Verein","Stuttgart","1865","18","1605","4","false","1","1","1","several characters","3","1","","","1618","3","4","2","2","0","0","1","6","1595/1605","1","0","0","1","3721","3542","283","0","514"
"ayrer-tragedia-thesei","ger000694","Q125171684","Ayrer","0","Tragedia Thesei des zehenten Königs zu Athen, von den vierzehen Tributkindern","Mit 41 Personen, hat 8 Actus","Tragedy","http://www.textgridrep.org/textgrid:k942.0","Litterarischer Verein","Stuttgart","1865","97","1605","42","false","0.844474790220669","0.5319396051103368","1.4680603948896631","several characters","21.80952380952381","2","","","1618","38","42","10","30","2","1","1","458","1595/1605","9","0","8","0","20181","18994","1917","0","2927"
"babo-arno","ger000632","Q120690462","Babo","0","Arno","Ein militärisches Drama in zween Aufzügen","","https://books.google.com/books?id=bdQoChlz2fYC&printsec=frontcover","","Frankfurt und Leipzig","1776","62","1776","9","false","0.8597883597883598","0.75","1.25","arno|schrink","6","2","1777-05-29","1777","1776","8","9","0","9","0","0","1","27","","22","0","2","22","8055","7405","1062","341","0"
"babo-das-fraeulein-wohlerzogen","ger000643","Q122168239","Babo","0","Das Fräulein Wohlerzogen","Ein Lustspiel in drei Aufzügen. Ein Sittengemälde aus München","Comedy","https://books.google.com/books?id=CBxaAAAAcAAJ&printsec=frontcover","Strobl","","1783","71","1783","8","false","0.8761904761904762","0.7857142857142857","1.2142857142857142","frau_klipper|zoller|klipper","5.5","2","","","1783","7","8","3","5","0","0","1","22","","21","0","3","21","8880","8694","432","383","0"
"babo-das-winterquartier-in-amerika","ger000629","Q120492077","Babo","0","Das Winterquartier in Amerika","Ein Original-Lustspiel in einem Aufzug","Comedy","https://books.google.com/books?id=sBtYAAAAcAAJ&printsec=frontcover","(ohne Verlag)","Mannheim","1778","50","1778","6","false","0.9","0.8666666666666667","1.1333333333333333","frank|von_bernau|wilhelmine","4.333333333333333","2","1778-04-20","1778","1778","5","6","1","5","0","0","1","13","","17","0","0","17","5680","5530","495","274","0"
"babo-die-maler","ger000618","Q119144422","Babo","0","Die Maler","Ein Lustspiel","Comedy","https://books.google.com/books?id=NPU6AAAAcAAJ&printsec=frontcover","Strobl","München","1783","62","1782","6","false","0.8444444444444444","0.8","1.2","glimour|ebrecht","4","2","1782-11-15","1782","1783","5","6","2","4","0","0","1","12","","12","0","0","12","6687","6576","469","245","0"
"baeuerle-die-buerger-in-wien","ger000355","Q35984744","Bäuerle","0","Die Bürger in Wien","Lokale Posse in drei Akten","Comedy","http://www.textgridrep.org/textgrid:kd4c.0","","","","","1813","19","false","0.8571968193485222","0.5321637426900585","1.4678362573099415","staberl","9.578947368421053","2","","1813","1820","18","19","4","13","2","2","1","91","","50","2","3","50","16210","15686","1204","642","52"
"baeuerle-doktor-fausts-mantel","ger000216","Q36157957","Bäuerle","0","Doktor Faust's Mantel","Ein Zauberspiel mit Gesang in zwey Acten","","http://www.textgridrep.org/textgrid:kd4g.0","","","","","1817","27","false","0.7276554237338551","0.2792022792022792","1.8061538461538462","winter","7.2592592592592595","3","","1817","1819","21","27","5","16","6","8","2","98","","52","1","2","52","17651","16564","2683","602","259"
"baggesen-der-vollendete-faust","ger000555","Q1199802","Baggesen","0","Der vollendete Faust oder Romanien in Jauer","Ein dramatisches Gedicht in drei Abtheilungen","Comedy","http://www.textgridrep.org/textgrid:kcj3.0","","","","","1808","162","false","0.8597502474230897","0.09899547580707001","2.647007322508755","hans_wurst_echo","15.938271604938272","5","","","1836","62","162","24","133","5","48","2","1291","1808","101","1","12","93","49232","46491","5946","212","6461"
"bahr-das-konzert","ger000565","Q1169375","Bahr","0","Das Konzert","Lustspiel in drei Akten","Comedy","https://www.projekt-gutenberg.org/bahr/konzert/index.html","","","","","1909","16","false","0.9156593406593406","0.725","1.275","heink|marie|jura","10.875","2","","1909","1909","15","16","11","4","1","0","1","87","","3","2","3","0","38328","37703","11390","1727","0"
"bahr-das-phantom","ger000622","Q119807887","Bahr","0","Das Phantom","Komödie in drei Akten","Comedy","https://www.deutschestextarchiv.de/bahr_phantom_1913","S. Fischer","Berlin","1913","151","1913","11","false","0.8665223665223665","0.6363636363636364","1.3636363636363635","fidelis","6.363636363636363","2","1913-12-04","1913","1913","10","11","4","7","0","0","1","35","","3","0","3","0","31749","30959","10806","1315","0"
"ball-die-nase-des-michelangelo","ger000075","Q52692376","Ball","0","Die Nase des Michelangelo","Tragikomödie","Tragicomedy","http://www.textgridrep.org/textgrid:12675.0","","","","","1911","11","false","0.8632034632034632","0.6181818181818182","1.3818181818181818","michelangelo|torrigiano","6.181818181818182","2","","","1911","10","11","0","9","2","2","1","34","1908","4","0","0","4","10466","10408","519","0","1374"
"barlach-der-blaue-boll","ger000540","Q1198365","Barlach","0","Der blaue Boll","Drama","","https://www.projekt-gutenberg.org/barlach/blauboll/index.html","Cassirer","Berlin","1926","122","1926","22","false","0.8803366568072449","0.44155844155844154","1.6233766233766234","grete","9.272727272727273","3","","1926","1926","18","22","4","18","0","0","1","102","1924/1926","7","1","0","7","21518","20724","1997","763","0"
"bauernfeld-buergerlich-und-romantisch","ger000027","Q52086398","Bauernfeld","0","Bürgerlich und Romantisch","Lustspiel in vier Akten","Comedy","http://www.textgridrep.org/textgrid:kd4z.0","","","","","1835","13","false","0.7429181929181929","0.5256410256410257","1.5384615384615385","sittig|baron","6.3076923076923075","3","","1835","1837","10","13","5","8","0","0","1","41","1835","51","0","4","51","18089","17502","1016","1156","9"
"bauernfeld-grossjaehrig","ger000134","Q52085986","Bauernfeld","0","Großjährig","Lustspiel in zwei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kd4v.0","","","","","1846","7","false","0.9238095238095239","0.8095238095238095","1.1904761904761905","hermann|spitz","4.857142857142857","2","","1846","1846","6","7","2","5","0","0","1","17","","25","0","2","25","13163","12861","1317","874","0"
"bauernfeld-industrie-und-herz","ger000185","Q52084700","Bauernfeld","0","Industrie und Herz","Lustspiel in vier Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kd4r.0","","","","","1842","12","false","0.8152777777777778","0.3787878787878788","1.7727272727272727","hermine","4.166666666666667","3","","1842","1847","9","12","1","11","0","1","1","25","","38","0","4","38","14813","14347","1221","771","0"
"beer-der-paria","ger000455","Q52791146","Beer","0","Der Paria","Trauerspiel in einem Aufzuge","Tragedy","http://www.textgridrep.org/textgrid:kjfg.0","","","","","1823","10","false","0.6157142857142857","0.4444444444444444","1.6222222222222222","benascar","4","3","","1823","1826","8","10","1","6","3","3","1","20","","13","1","0","13","6693","6459","674","0","892"
"beer-struensee","ger000090","Q52885029","Beer","0","Struensee","Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:kjfc.0","","","","","1828","57","false","0.8183610716648032","0.12280701754385964","2.6467065868263475","ranzau","6.87719298245614","5","1828-03-27","1828","1829","19","57","6","48","3","0","2","196","1827","65","0","5","65","32518","31057","2763","136","3779"
"beil-dieterich-von-ruben","ger000755","Q137686132","Beil","0","Dieterich von Ruben","Ein Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=soFHAAAAcAAJ&printsec=frontcover","Hof- und Akademische Buchhandlung","Mannheim","1786","43","1786","6","false","0.9","0.8","1.2","major|raupe","4","2","","","1786","5","6","1","5","0","0","1","12","","9","0","0","9","5816","5534","601","315","0"
"benedix-das-bemooste-haupt","ger000499","Q94691831","Benedix","0","Das bemooste Haupt oder Der lange Israël","Schauspiel in vier Aufzügen","","https://de.wikisource.org/wiki/Das_bemooste_Haupt_oder_Der_lange_Israël","Weber","Leipzig","1846","93","1839","15","false","0.8685551485551486","0.5428571428571428","1.457142857142857","strobel","7.6","2","1839-01-18","1839","1840","14","15","3","12","0","0","1","57","1838","46","1","9","46","17502","16959","1525","857","20"
"benedix-die-hochzeitsreise","ger000035","Q52777122","Benedix","0","Die Hochzeitsreise","Lustspiel in zwei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:kjg2.0","","","","","1850","5","false","0.8666666666666666","0.8","1.2","edmund|hahnensporn","3.2","2","","1850","1853","4","5","2","3","0","0","1","8","1849","10","0","2","10","11130","10989","1557","510","0"
"benedix-die-luegnerin","ger000354","Q52785236","Benedix","0","Die Lügnerin","Lustspiel in einem Aufzuge","Comedy","http://www.textgridrep.org/textgrid:kjfz.0","","","","","1849","8","false","0.9404761904761905","0.8214285714285714","1.1785714285714286","constanze|moritz","5.75","2","","1849","1851","7","8","3","5","0","0","1","23","1848","8","0","0","8","6464","6302","708","360","0"
"benedix-doctor-wespe","ger000502","Q99458552","Benedix","0","Doctor Wespe","Lustspiel in fünf Aufzügen","Comedy","https://books.google.com/books?id=9_1_hF3PeTsC&pg=PA159","Weber","Leipzig","1865","130","1842","12","false","0.8151455026455027","0.6666666666666666","1.3484848484848484","thekla|theudelinde","7.333333333333333","3","1842-10-03","1842","1844","10","12","5","7","0","0","1","44","1841","51","1","9","51","23310","22847","1656","1326","25"
"benedix-eigensinn","ger000720","Q133263257","Benedix","0","Eigensinn","Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=gCxYhq9eqQ4C&pg=PA119","Weber","Leipzig","1849","32","1847","6","false","1","1","1","several characters","5","1","","1847","1849","5","6","3","3","0","0","1","15","","6","0","0","6","5322","5168","1150","352","0"
